scpi_source,id_actif,nom_actif,adresse,ville,code_postal,pays,region,type_actif,date_acquisition,surface_m2,nb_lots,quote_part_pct,valeur_venale,prix_acquisition,loyer_annuel,taux_occupation,nb_locataires,date_fin_bail_principale,travaux_total,travaux_renovation,travaux_gros_entretien,travaux_mise_conformite,travaux_environnementaux,travaux_amelioration,travaux_autres,annee_travaux,description_travaux,statut_travaux
Aestiam Placement Pierre,AES-009,Immeuble Aix-en-Provence 9,149 boulevard Victor Hugo,Aix-en-Provence,13100,France,Provence-Alpes-Côte d'Azur,Commerces,2012-09-01,24856,,100.0,150776496,140499552.36394078,7776610.151332484,97.5379713115794,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-010,Immeuble Lille Euralille 10,121 avenue Victor Hugo,Lille Euralille,59000,France,Hauts-de-France,Activités,2019-05-01,24926,,100.0,84773326,88257045.64676781,4096120.335372864,88.79764447023504,15,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-011,Immeuble Levallois-Perret 11,142 boulevard Général de Gaulle,Levallois-Perret,92300,France,Île-de-France,Activités,2011-04-01,10725,,100.0,67599675,62457221.65858274,3244057.631148094,88.61967746437786,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-012,Immeuble Issy-les-Moulineaux 12,21 rue de la Paix,Issy-les-Moulineaux,92130,France,Île-de-France,Bureaux,2014-01-01,3238,,100.0,16662748,17289073.54182257,990604.2805011696,97.43668908995424,9,,2070557,859977.7262511768,389913.8428378039,353880.73317839863,245378.91551688808,281079.3567662482,-59673.574550515325,2024.0,Remplacement système CVC,En cours
Aestiam Placement Pierre,AES-013,Immeuble Lille Euralille 13,48 rue Jean Jaurès,Lille Euralille,59000,France,Hauts-de-France,Logistique,2019-11-01,14792,,100.0,106901784,98330721.24413888,6055815.7107607685,97.01735099075611,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-014,Immeuble Bordeaux Lac 14,127 rue de la République,Bordeaux Lac,33300,France,Nouvelle-Aquitaine,Logistique,2011-09-01,23309,,100.0,162487039,141029079.21591032,7456674.062926241,92.35908286575865,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-015,Immeuble Rennes 15,13 rue Jean Jaurès,Rennes,35000,France,Bretagne,Bureaux,2017-07-01,16968,,100.0,122322312,124823489.129601,6233153.491417926,96.11957989733027,9,,2108655,1033781.4257107893,233933.6267293698,228752.03653215442,163036.98040360265,148746.86084963207,300404.0697744521,2024.0,Rénovation parties communes,Planifié
Aestiam Placement Pierre,AES-016,Immeuble Bordeaux Euratlantique 16,66 avenue de la Paix,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Logistique,2020-09-01,21559,,100.0,112365508,107279196.54438114,7000071.922272939,93.62214303741962,14,,2396755,866053.0718077833,323998.11056706245,240502.1939247708,131431.5567186577,274665.6926667302,560104.3743149955,2024.0,Modernisation ascenseurs,En cours
Aestiam Placement Pierre,AES-017,Immeuble La Défense 17,9 boulevard Victor Hugo,La Défense,92800,France,Île-de-France,Santé,2016-03-01,23105,,100.0,148357205,133522462.06948352,7517353.557558186,88.12920738633244,3,,297269,116179.10634007113,82497.61393192736,57256.48650818303,26220.638385202685,33911.47846424107,-18796.32362962524,2024.0,Remplacement système CVC,Réalisé
Aestiam Placement Pierre,AES-018,Immeuble Paris 9ème 18,98 boulevard Général de Gaulle,Paris 9ème,75009,France,Paris,Commerces,2018-10-01,14640,,100.0,102114000,95182061.68224916,4738961.934550135,94.89244624099338,13,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-019,Immeuble Nice 19,33 avenue Général de Gaulle,Nice,06000,France,Provence-Alpes-Côte d'Azur,Activités,2017-03-01,16952,,100.0,123156280,122821891.04486066,7973922.417754487,87.1594638259496,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-020,Immeuble Toulouse Labège 20,27 boulevard Jean Jaurès,Toulouse Labège,31670,France,Occitanie,Commerces,2012-04-01,9531,,100.0,54650754,49025054.09820698,2831609.67159216,89.47306925226198,2,,2636073,598684.705766605,660314.5855539187,520028.732908893,241074.48589668152,140856.95757303495,475113.53230086673,2024.0,Rénovation sanitaires,Réalisé
Aestiam Placement Pierre,AES-021,Immeuble Strasbourg 21,54 boulevard Jean Jaurès,Strasbourg,67000,France,Grand Est,Santé,2019-10-01,18976,,100.0,93741440,86806349.31083746,5862679.677185565,88.62643743402765,6,,2254205,694911.9194527406,417309.9481573016,428143.4113811848,272717.87501316157,123896.39298578321,317225.45300982817,2024.0,Amélioration performance thermique,Planifié
Aestiam Placement Pierre,AES-022,Immeuble Nice 22,85 rue Jean Jaurès,Nice,06000,France,Provence-Alpes-Côte d'Azur,Bureaux,2010-08-01,16389,,100.0,81895833,75736863.39456598,5060630.586277114,96.46711873579311,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-023,Immeuble Lyon Confluence 23,124 boulevard Jean Jaurès,Lyon Confluence,69002,France,Auvergne-Rhône-Alpes,Logistique,2021-03-01,19873,,100.0,97417446,89837912.56188418,5587529.947582789,99.00124072241357,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-024,Immeuble Nantes Atlantique 24,16 rue de la République,Nantes Atlantique,44000,France,Pays de la Loire,Bureaux,2019-07-01,24367,,100.0,181461049,185335240.4359326,10790997.32674064,85.23309031796221,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-025,Immeuble Levallois-Perret 25,93 boulevard Jean Jaurès,Levallois-Perret,92300,France,Île-de-France,Activités,2012-05-01,10088,,100.0,75962640,66687291.04660973,3436603.6359454296,89.67893229129612,12,,913960,373887.3600917662,216514.7546343532,108226.91692686781,85648.3215046068,88955.98446971882,40726.662372687235,2024.0,Mise aux normes sécurité incendie,Planifié
Aestiam Placement Pierre,AES-026,Immeuble Nice 26,119 avenue Victor Hugo,Nice,06000,France,Provence-Alpes-Côte d'Azur,Santé,2018-02-01,16481,,100.0,89541273,88094176.3515515,5630256.941827569,86.03711029614787,4,,289795,121238.00501989134,71234.2502638981,34287.01430803501,37738.879765529025,21189.963100016008,4106.887542630508,2024.0,Rénovation énergétique - mise aux normes RT2020,Planifié
Aestiam Placement Pierre,AES-027,Immeuble Marseille Euroméditerranée 27,52 boulevard de la Paix,Marseille Euroméditerranée,13002,France,Provence-Alpes-Côte d'Azur,Logistique,2012-03-01,24374,,100.0,161307132,146759391.29159954,7605073.374537952,87.95112438016119,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-028,Immeuble Paris 9ème 28,96 avenue Jean Jaurès,Paris 9ème,75009,France,Paris,Commerces,2018-07-01,8890,,100.0,31390590,27412981.31731027,1589025.1444162254,89.37717276137357,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aestiam Placement Pierre,AES-029,Immeuble Boulogne-Billancourt 29,80 avenue Jean Jaurès,Boulogne-Billancourt,92100,France,Île-de-France,Commerces,2016-03-01,13793,,100.0,95751006,85009160.92661667,6064147.469869323,91.52071448438684,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -001,Immeuble Saint-Denis 1,73 boulevard Jean Jaurès,Saint-Denis,93200,France,Île-de-France,Commerces,2014-12-01,13944,,100.0,93480576,89520394.32126121,4543760.6383658545,88.33633830136009,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -002,Immeuble Rennes 2,2 boulevard Jean Jaurès,Rennes,35000,France,Bretagne,Commerces,2012-08-01,15877,,100.0,53172073,46380099.27650353,3105377.173028174,97.9661565452106,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -003,Immeuble Boulogne-Billancourt 3,64 avenue Général de Gaulle,Boulogne-Billancourt,92100,France,Île-de-France,Activités,2018-11-01,24590,,100.0,95605920,97875535.73794325,6156684.851477066,95.33928845775013,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -004,Immeuble Lille Euralille 4,87 rue Général de Gaulle,Lille Euralille,59000,France,Hauts-de-France,Santé,2016-04-01,10072,,100.0,62174456,53862289.95506606,3487793.977395235,85.99627720846581,2,,2997746,1451018.4507388724,448301.827854992,322681.3596781799,411815.39104839566,354349.5185528911,9579.452126668935,2024.0,Rénovation sanitaires,En cours
LF Croissance & Territoires,LF -005,Immeuble Lille Euralille 5,40 avenue de la République,Lille Euralille,59000,France,Hauts-de-France,Bureaux,2012-08-01,4330,,100.0,27837570,24316295.40174323,1262811.335647046,88.16821346831857,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -006,Immeuble Lyon Confluence 6,70 avenue Victor Hugo,Lyon Confluence,69002,France,Auvergne-Rhône-Alpes,Bureaux,2022-08-01,10062,,100.0,42129594,42853771.226515636,2230160.584692351,90.15185541905996,2,,2789694,1236788.3712120077,481290.1053617972,301402.3117286189,230728.56618749903,224193.86406541272,315290.78144466475,2024.0,Remplacement système CVC,Planifié
LF Croissance & Territoires,LF -007,Immeuble Paris 9ème 7,53 rue Jean Jaurès,Paris 9ème,75009,France,Paris,Commerces,2016-12-01,6234,,100.0,45240138,46933389.70180696,2811741.787367615,94.90798425148883,8,,2146307,555292.6066942371,573533.9278720823,222256.61902961924,126629.76915370383,261495.7331346577,407098.3441156997,2024.0,Rénovation sanitaires,En cours
LF Croissance & Territoires,LF -008,Immeuble Toulouse Labège 8,137 rue Victor Hugo,Toulouse Labège,31670,France,Occitanie,Santé,2014-09-01,14247,,100.0,88716069,82613994.31383137,4864271.326682233,86.60804401064003,1,,2140110,754848.753034583,514643.95018803293,364868.2975852018,128236.97029326485,163332.29280498176,214179.73609393564,2024.0,Modernisation ascenseurs,Planifié
LF Croissance & Territoires,LF -009,Immeuble Marseille Euroméditerranée 9,138 boulevard de la Paix,Marseille Euroméditerranée,13002,France,Provence-Alpes-Côte d'Azur,Activités,2011-01-01,2416,,100.0,10108544,10492020.272864314,574506.7411699694,87.21113539663982,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -010,Immeuble Paris 17ème 10,53 rue de la République,Paris 17ème,75017,France,Paris,Commerces,2015-05-01,8150,,100.0,52127400,54530589.44239889,3299933.298663052,88.24929571663448,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -011,Immeuble Nice 11,118 boulevard de la Paix,Nice,06000,France,Provence-Alpes-Côte d'Azur,Santé,2021-01-01,10199,,100.0,78562897,80581703.30285157,4709175.316724777,85.14221266201017,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -012,Immeuble Paris 17ème 12,39 boulevard de la Paix,Paris 17ème,75017,France,Paris,Commerces,2021-01-01,16820,,100.0,93485560,89614402.23261246,5785781.20752342,91.91542592461583,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -013,Immeuble Paris 17ème 13,95 avenue Jean Jaurès,Paris 17ème,75017,France,Paris,Commerces,2011-10-01,10816,,100.0,86203520,90332163.20718071,4620525.915980558,99.62439297650683,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -014,Immeuble Paris 8ème 14,138 boulevard de la République,Paris 8ème,75008,France,Paris,Commerces,2014-02-01,14105,,100.0,50086855,49903894.35952303,2347817.1054898566,97.49860704467818,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -015,Immeuble Bordeaux Euratlantique 15,119 rue Victor Hugo,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Santé,2010-12-01,18948,,100.0,72210828,68590145.8967507,4167800.706323808,86.93196961188333,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -016,Immeuble Bordeaux Euratlantique 16,83 rue de la Paix,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Commerces,2020-09-01,19832,,100.0,118119392,104033611.14122336,6022668.669418738,91.17070239781457,13,,1549501,588579.6061382865,359980.24686192273,246873.30801318857,104048.47238015337,199302.91711076975,50716.449495679015,2024.0,Mise aux normes sécurité incendie,En cours
LF Croissance & Territoires,LF -017,Immeuble Bordeaux Lac 17,110 boulevard Général de Gaulle,Bordeaux Lac,33300,France,Nouvelle-Aquitaine,Commerces,2021-04-01,14037,,100.0,95353341,89455033.46250676,4353455.705079841,94.02110140882368,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -018,Immeuble Rennes 18,139 avenue Général de Gaulle,Rennes,35000,France,Bretagne,Bureaux,2012-05-01,14251,,100.0,75744065,75034258.77427083,4409655.98993683,88.81831115402831,2,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -019,Immeuble Aix-en-Provence 19,149 avenue Victor Hugo,Aix-en-Provence,13100,France,Provence-Alpes-Côte d'Azur,Santé,2011-10-01,16041,,100.0,64500861,62481496.498445734,3215143.5529566323,96.03382693746988,7,,3250024,1373334.1724247516,618515.071778109,457406.30402895564,283343.99406118615,462981.1595617032,54443.29814529406,2024.0,Rénovation sanitaires,En cours
LF Croissance & Territoires,LF -020,Immeuble Lyon Part-Dieu 20,128 boulevard de la Paix,Lyon Part-Dieu,69003,France,Auvergne-Rhône-Alpes,Logistique,2021-04-01,14678,,100.0,62836518,63750354.426314756,3937602.030939669,97.16371900177647,9,,3340286,971455.4061190295,429356.2218478683,342031.44590640825,422049.5022516229,256060.58030066738,919332.8435744034,2024.0,Réaménagement plateaux de bureaux,En cours
LF Croissance & Territoires,LF -021,Immeuble Paris 17ème 21,131 boulevard Général de Gaulle,Paris 17ème,75017,France,Paris,Bureaux,2017-05-01,17348,,100.0,124090244,113175116.77342363,5686361.084902111,92.37190763318027,11,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -022,Immeuble Lille Euralille 22,62 boulevard Victor Hugo,Lille Euralille,59000,France,Hauts-de-France,Logistique,2017-08-01,23847,,100.0,115300245,118418386.61660607,6831498.17049965,91.46213467422284,10,,652349,184673.6499569532,135998.93658678315,97835.17158376556,64821.873247350435,60231.13523049429,108788.23339465329,2024.0,Remplacement système CVC,En cours
LF Croissance & Territoires,LF -023,Immeuble La Défense 23,35 rue de la République,La Défense,92800,France,Île-de-France,Bureaux,2020-01-01,13611,,100.0,93779790,85219031.29122303,4350175.124487011,86.72996177535605,12,,3274165,1129109.8349106875,358134.2296462808,579641.1420863218,314142.33671073953,331170.1751871449,561967.2814588251,2024.0,Installation bornes de recharge VE,Planifié
LF Croissance & Territoires,LF -024,Immeuble Nantes Atlantique 24,32 rue Victor Hugo,Nantes Atlantique,44000,France,Pays de la Loire,Logistique,2018-09-01,23335,,100.0,143463580,140012825.95835936,8874788.41009264,98.5425945844564,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -025,Immeuble Paris 9ème 25,43 boulevard de la République,Paris 9ème,75009,France,Paris,Bureaux,2018-03-01,15242,,100.0,73054906,68299816.06024271,3781434.267054649,99.76757086663429,12,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -026,Immeuble Neuilly-sur-Seine 26,119 rue Jean Jaurès,Neuilly-sur-Seine,92200,France,Île-de-France,Logistique,2013-08-01,12080,,100.0,65908480,59046471.77507704,3780318.4170843917,96.57637723255283,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -027,Immeuble Aix-en-Provence 27,54 avenue Victor Hugo,Aix-en-Provence,13100,France,Provence-Alpes-Côte d'Azur,Santé,2022-08-01,19609,,100.0,76396664,65902644.24431491,4458573.0065746,91.3290813478066,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LF Croissance & Territoires,LF -028,Immeuble Toulouse Labège 28,131 rue de la République,Toulouse Labège,31670,France,Occitanie,Santé,2012-01-01,6597,,100.0,52571493,47065219.18428744,3030599.629428147,92.98864676659258,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
